Date,Time,Millis,Ax,Ay,Az,Gx,Gy,Gz
# SESSION START
2026-07-03,14:26:56,4161991,0.0049,-0.0195,-0.9575,1.1900,-0.4200,0.2100
2026-07-03,14:26:56,4162090,0.0073,-0.0215,-0.9555,1.1900,-0.5600,0.2100
2026-07-03,14:26:56,4162190,0.0059,-0.0146,
-0.9570,1.1900,-0.4900,0.2800
2026-07-03,14:26:56,4162290,0.0044,-0.0200,-0.9594,1.2600,-0.5600,0.2100
2026-07-03,14:26:56,4162390,0.0034,-0.0210,-0.9570,1.2600,-0.6300,0.1400
2026-07-03,14:26:57,4162490,0.0039,-0.0190,-0.9540,1.1900,-0.4200
,0.1400
2026-07-03,14:26:57,4162595,0.0054,-0.0205,-0.9550,1.2600,-0.5600,0.2100
2026-07-03,14:26:57,4162690,0.0054,-0.0200,-0.9540,1.1900,-0.6300,0.0700
2026-07-03,14:26:57,4162790,0.0044,-0.0181,-0.9555,1.1900,-0.6300,0.1400
2026-07-03,14
:26:57,4162890,0.0049,-0.0190,-0.9560,1.3300,-0.5600,0.1400
2026-07-03,14:26:57,4162990,0.0059,-0.0210,-0.9550,1.1900,-0.4900,0.2100
2026-07-03,14:26:57,4163090,0.0049,-0.0210,-0.9575,1.2600,-0.5600,0.1400
2026-07-03,14:26:57,4163190,0.0054,
-0.0195,-0.9570,1.2600,-0.6300,0.2100
2026-07-03,14:26:57,4163294,0.0049,-0.0200,-0.9575,1.1900,-0.4900,0.2100
2026-07-03,14:26:57,4163390,0.0054,-0.0200,-0.9565,1.2600,-0.5600,0.1400
2026-07-03,14:26:58,4163490,0.0044,-0.0195,-0.9560,1.2600
,-0.5600,0.2100
2026-07-03,14:26:58,4163590,0.0054,-0.0195,-0.9545,1.1900,-0.4900,0.1400
2026-07-03,14:26:58,4163690,0.0034,-0.0205,-0.9555,1.1900,-0.5600,0.1400
2026-07-03,14:26:58,4163790,0.0068,-0.0181,-0.9550,1.2600,-0.4200,0.1400
2026-
07-03,14:26:58,4163890,0.0034,-0.0161,-0.9516,1.2600,-0.4900,0.1400
2026-07-03,14:26:58,4163996,0.0063,-0.0181,-0.9540,1.3300,-0.4200,0.1400
2026-07-03,14:26:58,4164090,0.0068,-0.0210,-0.9555,1.1900,-0.6300,0.1400
2026-07-03,14:26:58,4164190
,0.0063,-0.0205,-0.9560,1.2600,-0.4900,0.2800
2026-07-03,14:26:58,4164290,0.0063,-0.0176,-0.9579,1.1900,-0.7000,0.1400
2026-07-03,14:26:58,4164390,0.0034,-0.0185,-0.9565,1.1900,-0.5600,0.2800
2026-07-03,14:26:59,4164490,0.0049,-0.0195,-0.955
5,1.1200,-0.6300,0.0700
2026-07-03,14:26:59,4164590,0.0063,-0.0205,-0.9555,1.2600,-0.5600,0.1400
2026-07-03,14:26:59,4164690,0.0059,-0.0200,-0.9550,1.2600,-0.4900,0.2100
2026-07-03,14:26:59,4164790,0.0029,-0.0190,-0.9545,1.2600,-0.4900,0.210
0
2026-07-03,14:26:59,4164890,0.0044,-0.0220,-0.9550,1.2600,-0.4900,0.1400
2026-07-03,14:26:59,4164990,0.0039,-0.0190,-0.9550,1.2600,-0.5600,0.2100
2026-07-03,14:26:59,4165094,0.0039,-0.0200,-0.9560,1.1900,-0.5600,0.1400
2026-07-03,14:26:59
,4165190,0.0049,-0.0190,-0.9560,1.1900,-0.5600,0.2100
2026-07-03,14:26:59,4165290,0.0049,-0.0200,-0.9570,1.1900,-0.5600,0.1400
2026-07-03,14:26:59,4165390,0.0059,-0.0185,-0.9570,1.1900,-0.4200,0.2100
2026-07-03,14:27:00,4165490,0.0063,-0.018
5,-0.9550,1.1900,-0.5600,0.2100
2026-07-03,14:27:00,4165590,0.0034,-0.0181,-0.9555,1.1900,-0.4900,0.2100
2026-07-03,14:27:00,4165690,0.0068,-0.0200,-0.9579,1.1900,-0.4900,0.2100
2026-07-03,14:27:00,4165790,0.0054,-0.0195,-0.9575,1.1900,-0.63
00,0.2100
2026-07-03,14:27:00,4165890,0.0054,-0.0200,-0.9565,1.2600,-0.5600,0.1400
2026-07-03,14:27:00,4165990,0.0024,-0.0176,-0.9560,1.1900,-0.5600,0.1400
2026-07-03,14:27:00,4166090,0.0059,-0.0224,-0.9565,1.2600,-0.4900,0.2100
2026-07-03,
14:27:00,4166190,0.0049,-0.0205,-0.9545,1.2600,-0.5600,0.2100
2026-07-03,14:27:00,4166290,0.0059,-0.0200,-0.9560,1.1900,-0.5600,0.1400
2026-07-03,14:27:00,4166390,0.0044,-0.0190,-0.9545,1.1900,-0.6300,0.2100
2026-07-03,14:27:01,4166490,0.004
4,-0.0200,-0.9550,1.1900,-0.6300,0.1400
2026-07-03,14:27:01,4166590,0.0039,-0.0195,-0.9555,1.1900,-0.5600,0.0700
2026-07-03,14:27:01,4166690,0.0029,-0.0200,-0.9584,1.3300,-0.6300,0.1400
2026-07-03,14:27:01,4166790,0.0039,-0.0185,-0.9560,1.19
00,-0.6300,0.0700
2026-07-03,14:27:01,4166890,0.0054,-0.0185,-0.9536,1.1900,-0.7000,0.1400
2026-07-03,14:27:01,4166990,0.0078,-0.0161,-0.9550,1.2600,-0.7000,0.2800
2026-07-03,14:27:01,4167090,0.0059,-0.0181,-0.9545,1.2600,-0.5600,0.2800
202
6-07-03,14:27:01,4167190,0.0024,-0.0195,-0.9570,1.1200,-0.6300,0.2100
2026-07-03,14:27:01,4167290,0.0034,-0.0264,-0.9584,1.1200,-0.5600,0.2100
2026-07-03,14:27:01,4167390,-0.0010,-0.0210,-0.9584,1.1200,-0.5600,0.1400
2026-07-03,14:27:02,4167
490,0.0024,-0.0229,-0.9540,1.1900,-0.5600,0.2100
2026-07-03,14:27:02,4167590,0.0029,-0.0156,-0.9536,1.3300,-0.5600,0.0700
2026-07-03,14:27:02,4167690,0.0010,0.0044,-0.9472,1.2600,-0.4900,0.1400
2026-07-03,14:27:02,4167790,0.0010,-0.0102,-0.9
653,1.4700,-0.5600,0.2100
2026-07-03,14:27:02,4167890,0.0063,-0.0244,-0.9496,1.2600,-0.4900,0.2100
2026-07-03,14:27:02,4167990,0.0039,-0.0215,-0.9584,1.2600,-0.4900,0.2100
2026-07-03,14:27:02,4168090,0.0024,-0.0190,-0.9609,1.2600,-0.5600,0.0
700
2026-07-03,14:27:02,4168190,0.0044,-0.0185,-0.9545,1.1900,-0.5600,0.0700
